subject,method_name,mlp_test_acc5,mlp_test_acc10,mlp_self_acc5,mlp_self_acc10,avg_num_failing_tcs,avg_num_passing_tcs,avg_num_ccts,avg_num_utilized_failing_tcs,avg_num_utilized_passing_tcs,avg_num_utilized_ccts,avg_num_utilized_mutants,avg_num_utilized_mutants_per_line,avg_buggy_line_mut_cnt,avg_buggy_line_f2p,avg_buggy_line_p2f,avg_total_mut_build_time,avg_total_tcs_exec_time,avg_num_lines_executed_by_failing_tcs,avg_num_funcs_executed_by_failing_tcs,met_acc5,met_acc10,muse_acc5,muse_acc10,avg_time_duration,rel_time_diff,naish2_acc5,naish2_acc10,avg_line_top_perc
zlib_ng_exp1,allfails-10mut,63.77,81.34,97.2,100.0,24.36,733.24,8.85,24.36,733.24,0.0,360.73,7.12,8.51,31.87,14.03,224.56,3065.05,50.74,4.29,96.82,100.0,100.0,100.0,0.91,0.0,100.0,100.0,47.29
zlib_ng_exp1,sbfl10-10mut,49.48,75.02,96.88,100.0,24.36,733.24,8.85,24.36,733.24,0.0,33.06,6.88,3.9,24.86,9.57,19.98,280.73,50.74,4.29,87.26,87.26,87.26,87.26,0.08,-90.86,100.0,100.0,47.29
zlib_ng_exp1,sbfl10-5mut,55.58,77.71,96.75,100.0,24.36,733.24,8.85,24.36,733.24,0.0,19.59,4.0,2.29,15.01,5.89,11.83,166.15,50.74,4.29,86.62,86.62,86.62,86.62,0.05,-94.59,100.0,100.0,47.29
zlib_ng_exp1,sbfl10-3mut,55.63,77.49,96.69,100.0,24.36,733.24,8.85,24.36,733.24,0.0,11.9,2.42,1.47,6.68,3.68,7.17,100.97,50.74,4.29,86.62,86.62,86.62,86.62,0.03,-96.71,100.0,100.0,47.29
zlib_ng_exp1,sbfl10-1mut,52.9,76.36,96.75,100.0,24.36,733.24,8.85,24.36,733.24,0.0,3.91,0.81,0.47,2.59,1.18,2.35,33.16,50.74,4.29,87.26,87.26,87.26,87.26,0.01,-98.92,100.0,100.0,47.29
zlib_ng_exp1,sbfl10-0mut,44.03,71.77,96.75,100.0,24.36,733.24,8.85,24.36,733.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.74,4.29,0.0,0.0,86.62,86.62,0.0,-100.0,100.0,100.0,47.29
libxml2_exp1,allfails-10mut,83.25,91.3,93.75,97.67,13.36,76.81,8.46,13.36,76.81,0.0,14850.71,6.58,8.75,24.68,0.13,52293.58,13719.76,2242.6,117.12,75.86,78.02,73.71,77.59,18.34,0.0,71.12,86.64,52.08
libxml2_exp1,sbfl10-10mut,85.8,93.85,92.8,97.16,13.36,76.81,8.46,13.36,76.81,0.0,1485.44,6.67,8.47,23.24,0.13,5251.8,1370.8,2242.6,117.12,78.02,83.19,79.74,92.67,1.84,-89.97,71.12,86.64,52.08
libxml2_exp1,sbfl10-5mut,84.46,92.94,91.81,94.7,13.36,76.81,8.46,13.36,76.81,0.0,850.81,3.81,4.68,14.37,0.13,2973.77,785.31,2242.6,117.12,74.14,80.6,75.0,88.36,1.04,-94.31,71.12,86.64,52.08
libxml2_exp1,sbfl10-3mut,86.28,93.59,84.14,90.73,13.36,76.81,8.46,13.36,76.81,0.0,517.91,2.32,2.86,8.62,0.06,1804.56,478.02,2242.6,117.12,66.38,72.41,66.81,79.74,0.63,-96.54,71.12,86.64,52.08
libxml2_exp1,sbfl10-1mut,84.5,92.81,77.8,90.13,13.36,76.81,8.46,13.36,76.81,0.0,173.97,0.78,0.97,2.45,0.04,605.22,160.56,2242.6,117.12,45.26,56.47,46.12,62.07,0.21,-98.84,71.12,86.64,52.08
libxml2_exp1,sbfl10-0mut,64.46,85.11,71.12,86.64,13.36,76.81,8.46,13.36,76.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.6,117.12,0.0,0.0,3.45,17.67,0.0,-100.0,71.12,86.64,52.08
opencv_features2d_exp1,allfails-10mut,80.69,91.52,83.71,94.83,2.0,56.5,3.2,2.0,56.5,0.0,3835.98,7.78,9.14,3.0,0.03,16942.07,32689.51,478.77,22.35,62.07,78.88,73.71,88.36,13.79,0.0,28.02,64.22,42.51
opencv_features2d_exp1,sbfl10-10mut,67.27,84.42,73.28,89.27,2.0,56.5,3.2,2.0,56.5,0.0,383.54,7.96,2.94,0.93,0.0,1699.42,3266.94,478.77,22.35,66.38,79.74,68.1,79.74,1.38,-89.99,28.02,64.22,42.51
opencv_features2d_exp1,sbfl10-5mut,66.88,84.03,62.67,76.77,2.0,56.5,3.2,2.0,56.5,0.0,215.03,4.42,1.55,0.5,0.01,953.66,1831.95,478.77,22.35,63.79,75.86,64.66,75.86,0.77,-94.39,28.02,64.22,42.51
opencv_features2d_exp1,sbfl10-3mut,66.84,84.59,58.62,75.17,2.0,56.5,3.2,2.0,56.5,0.0,130.14,2.67,1.02,0.29,0.0,576.98,1108.72,478.77,22.35,62.93,75.43,63.79,75.43,0.47,-96.6,28.02,64.22,42.51
opencv_features2d_exp1,sbfl10-1mut,65.32,83.25,52.97,73.32,2.0,56.5,3.2,2.0,56.5,0.0,43.64,0.9,0.32,0.12,0.0,193.32,371.82,478.77,22.35,56.9,72.41,56.9,72.41,0.16,-98.86,28.02,64.22,42.51
opencv_features2d_exp1,sbfl10-0mut,51.17,76.49,46.94,69.66,2.0,56.5,3.2,2.0,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.77,22.35,0.0,0.0,43.97,65.95,0.0,-100.0,28.02,64.22,42.51
opencv_imgproc_exp1,allfails-10mut,78.61,90.39,74.01,86.85,2.43,96.79,0.65,2.43,96.79,0.0,1378.04,6.82,8.8,2.95,0.0,14625.49,12257.57,199.08,13.86,64.66,71.55,67.67,73.71,7.47,0.0,34.05,48.28,50.74
